tweet_id,arg_id,message
1509,1509-3,Love You !!
1510,1510-0,Happy New Year Everyone !
1510,1510-1,xox
1511,1511-0,Going 4
1511,1511-1,a transplant appointment and all that goes with it .
1511,1511-2,I haven't been feeling peachy but
1511,1511-3,not horrid but knowing them its a long drive 4 NO THING .....
1511,1511-4,although I do need 2
1511,1511-5,know what antibiotics 2
1511,1511-6,take 2
1511,1511-7,get my teeth worked on .
1511,1511-8,Last time the med didn't work and
1511,1511-9,I went septic again ( not fun ) I also
1511,1511-10,have an eye appt Friday .
1511,1511-11,I re}ly w/t some neat new glasses .
1511,1511-12,well let's see what me lung studies show ...
1511,1511-13,I am a lil scared
1511,1511-14,:(
1512,1512-0,hopes my mom feels better soon ...
1512,1512-1,she broke her arm at church today .
1512,1512-2,Let that be a lesson to
1512,1512-3,everyone about going to mass on weekdays !
1513,1513-0,"I've become a huge fan of the delete "" option in the matrix controls for MathCad ."
1513,1513-1,Makes simplifying those pesky Stiffness Matrices a lot faster .
1513,1513-2,Assuming one deletes the correct rows and columns .
1513,1513-3,""""
1514,1514-0,New jobs are good ....
1514,1514-1,I guess
1515,1515-0,reading Siddhartha
1516,1516-0,My heart is broken for my sister .
1516,1516-1,Her husband died today .
1516,1516-2,"She is a total mess ,"
1516,1516-3,but I will help her get through this .
1516,1516-4,I am strong enough .
1516,1516-5,"Maybe if I tell myself that enough ,"
1516,1516-6,it will come true .
1517,1517-0,Happy Valentine's Day to all ........
1518,1518-0,"WINNING "" is not a moment fr"
1518,1518-1,me its wat m here for ......!!!
1518,1518-2,""""
1519,1519-0,Thanks everyone
1520,1520-0,I'm decorating my house for
1520,1520-1,x-mas ANONYMIZED_NAME it should be fun !!
1521,1521-0,Thank you all so much for the prayers and support !
1521,1521-1,Its great to
1521,1521-2,be back home !
1521,1521-3,The trip was amazing and
1521,1521-4,alot of good was done .
1521,1521-5,"It is to no one's credit , but Jesus Christ ."
1521,1521-6,To Him be the glory !
1522,1522-0,is making a collage .
1523,1523-0,My aunt ANONYMIZED_NAME is teaching me how to
1523,1523-1,make fried potatoz ...
1523,1523-2,Yum !
1524,1524-0,"P "" POKE "" me if"
1524,1524-1,you've ever had a crush on me .
1524,1524-2,""" LIKE "" this status if"
1524,1524-3,you find me attractive .
1524,1524-4,""" MESSAGE "" me if you've everwanted to"
1524,1524-5,date me &
1524,1524-6,""" COMMENT "" if we have had any good memories"
1524,1524-7,(:
1524,1524-8,Now let's see who's brave enough to
1524,1524-9,copy and paste this as their status ...
1524,1524-10,""""
1525,1525-0,Thank you very much for
1525,1525-1,all the lovely wishes guys !!!!
1525,1525-2,:)
1525,1525-3,: -*
1526,1526-0,Chunk : Sixteen thrity-two .
1526,1526-1,What is that ? A year ? Mouth : No
1527,1527-0,watching fantacy factory and
1527,1527-1,resting from a long day .
1528,1528-0,OK ...
1528,1528-1,I guess I'm relatively new to
1528,1528-2,this event scheduling thing ....
1528,1528-3,I couldn't figure out how to
1528,1528-4,"do the Facebook event scheduler ,"
1528,1528-5,so I tried evite ....
1528,1528-6,feel free to
1528,1528-7,respond to
1528,1528-8,either but I think any future updates will be through the facebook events page .
1529,1529-0,Someone remind me to
1529,1529-1,upload a photo or two
1530,1530-0,tune into
1530,1530-1,87.7 on the radio tomoro to hear mine and aqils show
1531,1531-0,Well Final Fantasy XI's servers have been shutdown for
1531,1531-1,"at least a week due to the earthquakes , ( which I understand completely ) but"
1531,1531-2,WTF am I going to
1531,1531-3,do now ?
1531,1531-4,:O
1532,1532-0,You'll never hear anybody scream Don't just stand there
1533,1533-0,stayed up way to late last night ....
1533,1533-1,and has a LOT of
1533,1533-2,work to get done today
1533,1533-3,:(
1534,1534-0,Gettin ready for
1534,1534-1,work soon and not lookin forward to it .
1535,1535-0,Damn finally got caught up on
1535,1535-1,"my sleep , but I went a lil overboard ."
1535,1535-2,Oh well Im up now !
1536,1536-0,listen to your heart
1537,1537-0,thank you to
1537,1537-1,all the girl that went out with
1537,1537-2,me for my bday this weekend it was a blast
1537,1537-3,<3
1538,1538-0,I am a saved man today .
1538,1538-1,And I look at the word different .
1538,1538-2,As I would if
1538,1538-3,I was just born .
1538,1538-4,So world I pray fo you this day .
1538,1538-5,And may god bless all .
1539,1539-0,Loves my mom !
1539,1539-1,For all of you that aren't too proud to
1539,1539-2,say thank you to
1539,1539-3,your moms for helping you be the great person you are today ...
1539,1539-4,please copy and
1539,1539-5,paste to your profile !
1539,1539-6,I expect to
1539,1539-7,see this many times on my page !
1539,1539-8,Some people no longer have their moms here to
1539,1539-9,appreciate !
1539,1539-10,( But we can still
1539,1539-11,say THANKS for their love .
1539,1539-12,)
1540,1540-0,"thanks you guys ,"
1540,1540-1,17 is such a milestone age
1540,1540-2,xD
1540,1540-3,well at least it's an awesome number
1541,1541-0,The world is to
1541,1541-1,Small to be lost in it .
1541,1541-2,"Live your life ,"
1541,1541-3,don't let life kill you !
1542,1542-0,Wishes she could have gone to Miah's funeral !
1542,1542-1,:(
1543,1543-0,ANONYMIZED_NAME is looking @ a new tennis racket
1544,1544-0,Bored wat can I do ??
1545,1545-0,is in jury duty .
1546,1546-0,is hanging out with ANONYMIZED_NAME .....
1546,1546-1,dreading work .....
1546,1546-2,and missing ANONYMIZED_NAME !!
1546,1546-3,I love him so much !!
1547,1547-0,thinks ANONYMIZED_NAME is a dick and
1547,1547-1,needs to
1547,1547-2,get off of his pedestal
1547,1547-3,;)
1548,1548-0,Tommorow is going to
1548,1548-1,be fucking amazing .
1548,1548-2,"Let's just say it involves my PS3 , Black Ops , Mr. ANONYMIZED_NAME , fifth period , school ."
1548,1548-3,and a bunch of kids .
1549,1549-0,"Great , now im ill ."
1549,1549-1,Fate is a conspiring bastard .
1550,1550-0,Have to
1550,1550-1,work wed .
1550,1550-2,night . .
1550,1550-3,sorry church gang nothing i can do . .
1551,1551-0,I am the Bad Wolf .
1551,1551-1,I create myself .
1551,1551-2,I take the words ...
1551,1551-3,"I scatter them , in time and space ."
1551,1551-4,"A message , to lead myself here ."
1552,1552-0,My net's network is messed up today so
1552,1552-1,if anyone wants to
1552,1552-2,get in
1552,1552-3,touch just mail me and
1552,1552-4,I'll get back to you ASAP .
1552,1552-5,Cheers
1553,1553-0,loves hubby's singing
1553,1553-1,:D
1554,1554-0,A nice day but full of adventures in Manchester
1554,1554-1,:) ...
1554,1554-2,"It's a hard life "" sometimes"
1554,1554-3,:))
1554,1554-4,""""
1555,1555-0,Its only right to
1555,1555-1,root for
1555,1555-2,the only Manning left .
1555,1555-3,GO COLTS !!
1556,1556-0,just woke up from a nice nap .
1556,1556-1,About to go to
1556,1556-2,my moms to do some hair .
1556,1556-3,Got to
1556,1556-4,get back to
1556,1556-5,et some more sleep so
1556,1556-6,i'm well rested for the big day tomrrow .
1556,1556-7,To all my girls have a great day 2marrow .
1556,1556-8,Love yall !!!!!
1557,1557-0,"Here comes the start of every sleepless night ... """""
1558,1558-0,is not going to
1558,1558-1,make it to horror movie heros to night .
1559,1559-0,If you love me ; comment on
1559,1559-1,this status\nIf im a good friend ; like
1559,1559-2,my status\nIf you ever had a crush on
1559,1559-3,me ; poke me\nIf you hate me ; message me and
1559,1559-4,tell me why\nIf you are brave enough ; make this your status
1560,1560-0,..
1560,1560-1,life is a fairytale ..
1560,1560-2,the most wonderful fairytale of all ..
1560,1560-3,^^
1561,1561-0,Marrey Christmas !
1561,1561-1,"I hope everyone has an astounding day ,"
1561,1561-2,and gets tons of loot !!!
1562,1562-0,I am working five days a week and
1562,1562-1,only take a bath for
1562,1562-2,"five days , now my friends are now laughing at me ."
1562,1562-3,Any way i don't care as
1562,1562-4,the bible says do nothings on
1562,1562-5,sabath and i deed nothing i will only watch tomorrow morning when
1562,1562-6,i go to work .
1562,1562-7,They can laugh but
1562,1562-8,i won't take a bath
1563,1563-0,Change your default facebook picture to a cartoon character from your childhood .
1563,1563-1,The goal ? To not see a human face on facebook until Monday the ANONYMIZED_DATE ANONYMIZED_DATE ANONYMIZED_DATE .
1563,1563-2,Join the fight AGAINST
1563,1563-3,"Child Abuse , and invite your friends to"
1563,1563-4,do the same
1564,1564-0,I might have the flu !!
1564,1564-1,Yay ( not ) UGH !!!
1565,1565-0,guess whos back yeah its me da # 1 dj here at
1565,1565-1,your facebook hahaha enjoy fam !!!!!!
1566,1566-0,Poor Abraham Lincoln its to
1566,1566-1,bad you an Barack Obama can't trade places .
1566,1566-2,Anti Obama I hate that guy .
1566,1566-3,F_ _ _ you Obama your biggest fan RFM .
1567,1567-0,I am way too beautiful and
1567,1567-1,popular to be sick ...
1567,1567-2,FML
1568,1568-0,Off to the bridal shop !!
1568,1568-1,:)
1569,1569-0,Look what my mate found on google earth
1569,1569-1,XD
1569,1569-2,go to
1569,1569-3,"this and go street view ANONYMIZED_NAME ANONYMIZED_NUMBER , ANONYMIZED_NUMBER ANONYMIZED_LOCATION , ANONYMIZED_LOCATION , ANONYMIZED_LOCATION"
1570,1570-0,"Why do I have this sudden ,"
1570,1570-1,powerful ( my wife would describe it differently ) need to
1570,1570-2,"completely overhaul my house ,"
1570,1570-3,"clean every nook and cranny , and completely reorganize everything in sight ?"
1571,1571-0,Helping out ANONYMIZED_NAME ANONYMIZED_NAME ANONYMIZED_NAME move to a new spot on 3rd and ANONYMIZED_NAME .
1571,1571-1,Best coffee in the city ..
1571,1571-2,Dwelling on
1571,1571-3,NEGATIVITY only contributes to
1571,1571-4,its POWER .
1571,1571-5,"Putting my inspiration , imagination and skills to the test .."
1572,1572-0,may need a little drink in the Jazz bar
1573,1573-0,it's me who never lost ...
1573,1573-1,\ni just let you win ...
1573,1573-2,\nand your reward is too ...
1573,1573-3,\ngrab and hold my heart ...
1574,1574-0,"Goddamnit people , it's FOR"
1574,1574-1,"SALE , not for sell "" ."
1574,1574-2,Jesus Christ
1575,1575-0,Hey guys my step mom challenged me ANONYMIZED_AMOUNT dollars to
1575,1575-1,clean out her cats litter box so
1575,1575-2,with the same with gary i think that is his name .
1575,1575-3,Well i almost died back there it smelt of
1575,1575-4,a rotted turd you wont ever want ot do it but
1575,1575-5,i forgot .
1576,1576-0,water teaches us acceptance ..
1576,1576-1,let our emotions flow like water .....
1577,1577-0,is teaching ANONYMIZED_NAME how to
1577,1577-1,skip out of CLE with no remorse ...
1578,1578-0,busy in my project ...
1578,1578-1,time for end semester ...
1579,1579-0,missing sum1 wen u r alone is nt affection .
1579,1579-1,"But , thinking of"
1579,1579-2,sum1 even wen u r busy is called real affection .....
1580,1580-0,Just went and
1580,1580-1,"saw Deathly Hallows , what a great movie !!!"
1581,1581-0,Heading to
1581,1581-1,"see a movie with my sweetie , anything good out ?"
1582,1582-0,Love is like
1582,1582-1,a fine wine you either savor the sips and
1582,1582-2,create a long and
1582,1582-3,enjoyable relationships or you chug glass after
1582,1582-4,glass till you end up drunk and alone
1583,1583-0,<3
1583,1583-1,Love is not blind ..
1583,1583-2,it sees and
1583,1583-3,doesn't mind ....
1583,1583-4,according to my cmz ...
1583,1583-5,is it true ?
1583,1583-6,<3
1584,1584-0,"I can't fly ,"
1584,1584-1,my wings don't work so
1584,1584-2,I\nGet high so
1584,1584-3,"my feelings ain't hurt\nFuck the world ,"
1584,1584-4,don't ask me for
1584,1584-5,shit\nDead and gone but
1584,1584-6,it still don't quit .
1585,1585-0,im bored ....
1585,1585-1,anyone care easing my boredom ???
1586,1586-0,I'm offiicially no longer in ANONYMIZED_NAME .
1586,1586-1,Good to know you all .
1586,1586-2,No internet now so peace everyone
1587,1587-0,"needs a drink , ASAP !!!!!!!"
1588,1588-0,ANONYMIZED_NAME ANONYMIZED_NAME ANONYMIZED_NAME\nANONYMIZED_URL\nby using the above
1588,1588-1,link you will benefit of a 2% discount on all your orders
1589,1589-0,"Awww , thanks ya'll! Thats real sweet o ' you !"
1589,1589-1,And if I may have a moment of
1589,1589-2,"sentimentality , all of you made it Xtra special ."
1589,1589-3,Thanks again !
1589,1589-4,:)
1590,1590-0,* Points at new Profilepick * DON'T I LOOK SEXY Dddddrawn by my love and coloured without permission by meeeeeeeee
1590,1590-1,|D
1591,1591-0,LeT's CoMMiT tHe PeRfEcT CRIME .....
1591,1591-1,I ll StEaL YoUr HEART aNd
1591,1591-2,U sTeAl MiNe
1592,1592-0,I can now add ' Ginger Tea ' to
1592,1592-1,the list of things that I have burned while
1592,1592-2,attempting to
1592,1592-3,"cook them ,"
1592,1592-4,it might top ' hard boiled eggs ' but
1592,1592-5,I am not sure .
1593,1593-0,Light headed .
1594,1594-0,I can feel the wind of change ...
1595,1595-0,looking for
1595,1595-1,something to do this weekend
1596,1596-0,Blessed with a baby boy today ...
1597,1597-0,Enjoying my girls and my dogs immensely !
1597,1597-1,ANONYMIZED_NAME was a great show but
1597,1597-2,im ready for
1597,1597-3,ANONYMIZED_NAME to go now !
1598,1598-0,my poor four-legged daughter is getting her teeth cleaned and
1598,1598-1,possibly pulled .
1598,1598-2,ITS HELL TO
1598,1598-3,GET OLD !
1599,1599-0,Im listening to
1599,1599-1,"Dream Theater "" ..."
1599,1599-2,they're Amazing ...
1599,1599-3,i dont think ANONYMIZED_NAME ANONYMIZED_NAME is ever wrong when
1599,1599-4,he says somthings good .
1599,1599-5,""""
1600,1600-0,Feel like
1600,1600-1,buying Google Nexus One !!
1601,1601-0,ANONYMIZED_NAME where are you ? Are you still
1601,1601-1,dating that guy ?
1602,1602-0,just took ANONYMIZED_NAME to the Urgent Care .
1602,1602-1,Broken thumb from sledding .
1602,1602-2,Something about telling her to
1602,1602-3,keep her hands inside
1602,1602-4,the sled didn't register ...
1603,1603-0,is going to
1603,1603-1,bed .......
1603,1603-2,not looking forward to tommorrow
1604,1604-0,It would be like
1604,1604-1,"beating a unicorn to death with a bag full of rainbows """""
1605,1605-0,"Oh , I love a day off from work ."
1606,1606-0,Sometimes the person you really need is the one you didn_Ç¢__ÇÇ¢____ÇÇ£_t think you wanted .
1606,1606-1,""" -Unknown ... Think about this one for a second ."
1606,1606-2,"LOL """
1607,1607-0,has 167 friends and
1607,1607-1,"hasnt even had a fb for a whole day , kinda tight"
1608,1608-0,I Could Not Have Wanted My Birthdai Any Different > Just To
1608,1608-1,Chill Take A Second And
1608,1608-2,Sit Back And
1608,1608-3,"C Witch Way My Life Iz Going ,"
1608,1608-4,And Itz Going Well
1609,1609-0,i wish there was not any snow outside
1609,1609-1,so i could skate
1610,1610-0,Jager bomb Saturday and headed out to the ANONYMIZED_NAME ANONYMIZED_NAME !
1611,1611-0,"A River cuts the rock , not because of its power but because of its consistency ."
1611,1611-1,So never lose your hope &
1611,1611-2,keep walking towards the target !
1612,1612-0,2010 --- year of completion
1613,1613-0,Pumped about
1613,1613-1,being back in
1613,1613-2,school can't wait to
1613,1613-3,debate political ideologies with other inquisitive minds !
1614,1614-0,I need someone to
1614,1614-1,text !
1615,1615-0,I will be posting pictures of my fun and wild time in Israel as soon as
1615,1615-1,I got them developed .
1616,1616-0,brother wantz 2
1616,1616-1,play in the snow aunt nina ..
1616,1616-2,awww he said he dont like snow ..
1616,1616-3,nevermind bean ..
1617,1617-0,It's not easy making a name for
1617,1617-1,yourself\nWhere do you draw the line ? \nI never thought id be in
1617,1617-2,this far\nLets have some fun and
1617,1617-3,never change that for
1617,1617-4,anyone\nTry not to miss me when
1617,1617-5,I'm gone
1618,1618-0,ANONYMIZED_NAME looks amazing
1618,1618-1,:)
1619,1619-0,its 1:30 and
1619,1619-1,im not tired and
1619,1619-2,my nose is in searing pain !!
1620,1620-0,"Truth is ,"
1620,1620-1,everybody is going to
1620,1620-2,hurt you ; you just gotta find the ones worth suffering for .
1620,1620-3,"-Bob Marley """
1621,1621-0,3rd overall for 50k fanball fantasy football ....
1621,1621-1,"not sure I'll win , but 38 points away from a decent pay day ."
1622,1622-0,: A soul in tension that's learning to
1622,1622-1,"fly ,"
1622,1622-2,Condition grounded but
1622,1622-3,determined to
1622,1622-4,tryCan't keep the eyes from
1622,1622-5,the circling skiesTongue-tied and
1622,1622-6,twisted just an earth-bound misfit .
1623,1623-0,Heading ANONYMIZED_NAME town for
1623,1623-1,"a while , going to"
1623,1623-2,"throw something out ,"
1623,1623-3,which I hopefully won't regret but if anyone GIRLS esp .
1623,1623-4,and boys wana meet up about
1623,1623-5,half 5 or 6 in ANONYMIZED_NAME i thinkit's on
1623,1623-6,"ANONYMIZED_NAME Street or thereabouts , feel free ,"
1623,1623-7,not putting my no .
1623,1623-8,"up , I'm not that mad ,"
1623,1623-9,I'm not going on
1623,1623-10,a bender but just putting it out there for
1623,1623-11,all the bored people who are near ANONYMIZED_LOCATION city centre !!!!
1623,1623-12,Please tell me now if u_Ç¢__ÇÇ¢___ ANONYMIZED_URL
1624,1624-0,just another day going by
1625,1625-0,Orientation was awesome as
1625,1625-1,fuck haha I had fun .
1625,1625-2,"I met some new people ,"
1625,1625-3,was reunited with
1625,1625-4,"old people , and got a lot of free stuff"
1625,1625-5,:D
1626,1626-0,realizes that
1626,1626-1,it is the people that
1626,1626-2,create the atmosphere of
1626,1626-3,"Chinese New Year , and it is the people he misses ."
1626,1626-4,Not Singapore .
1627,1627-0,I
1627,1627-1,=)
1627,1627-2,Has a great b-day week !!!
1627,1627-3,Thanks everyone !
1628,1628-0,Bored .........
1628,1628-1,"like my picture , its of"
1628,1628-2,my bear that @ANONYMIZED_NAME ANONYMIZED_NAME gave me .
1628,1628-3,I call her ANONYMIZED_NAME !
1629,1629-0,1 .
1629,1629-1,2 .
1629,1629-2,sing ...
1629,1629-3,hapy b .
1629,1629-4,"day to me , hapy b ."
1629,1629-5,day to me ...
1629,1629-6,Im 22 yrs old now !!
1630,1630-0,Let me fill your heart with joy and laughter .
1630,1630-1,"Togetherness , well that's all I'm after ."
1630,1630-2,"Whenever you need me ,"
1630,1630-3,I'll be there .
1630,1630-4,I'll be there to
1630,1630-5,"protect you ,"
1630,1630-6,with an unselfish love that respects you .
1631,1631-0,fun times coming on saturday ...
1631,1631-1,ANONYMIZED_NAME's bday at mario's ...
1631,1631-2,be there or
1631,1631-3,be square !!!
1632,1632-0,Life Gets Better from Here
1632,1632-1,:)
1633,1633-0,Well the birthday's over 5 days sober ....
1634,1634-0,The ANONYMIZED_NAME ANONYMIZED_NAME in ANONYMIZED_LOCATION is not going to
1634,1634-1,be open while
1634,1634-2,I am home
1634,1634-3,:(
1634,1634-4,"Oh well , I can settle for Outback ."
1635,1635-0,Stumbled across
1635,1635-1,"this , seemed appropriate : Our children coming into"
1635,1635-2,maturity will amaze us with the magic in their hearts
1636,1636-0,WILL BE COMPLETELY HONEST FOR 24 HOURS ...
1636,1636-1,You can ask me any question ( only in my INBOX ) .
1636,1636-2,"Any question , no matter how crazy , or stupid it is ."
1636,1636-3,"There is no ulterior motive ,"
1636,1636-4,"You have my FULL honesty ,"
1636,1636-5,but I DARE you to
1636,1636-6,put this text on
1636,1636-7,your status and see what questions you get !
1636,1636-8,You know you want to
1636,1636-9,take advantage of this .
1636,1636-10,have fun
1637,1637-0,"approx 300,000 people just bought theyre last beer for the night"
1638,1638-0,It is a million times better to
1638,1638-1,have common sense without
1638,1638-2,education than to have education without common sense ...
1638,1638-3,_Ç¢__ÇÇ¢____
1639,1639-0,BEEN A BETTER DAY TODAY MUCH BETTER .
1639,1639-1,FEELING BETTER AN ITS A NICE DAY OUT !!
1640,1640-0,i kicked my neighbour in
1640,1640-1,an elevator coz thats how i roll !
1641,1641-0,today it snowed
1642,1642-0,for farmvill : who needs more horseshoes or nails ???
1643,1643-0,...
1643,1643-1,Whatever you give a woman
1644,1644-0,Happy thanksgiving everybody
1645,1645-0,homeeeee timeeeee whoooooooooooooo haaha
1646,1646-0,Why does waiting for
1646,1646-1,the things you want the most in
1646,1646-2,life seem to
1646,1646-3,take the longest to
1646,1646-4,work themselves out ?
1647,1647-0,wants to
1647,1647-1,go back to school
1648,1648-0,is God omnipotent ? or
1648,1648-1,there's no impossible with
1648,1648-2,God ? is true ?
1649,1649-0,is facing one of the most difficult decisions ever !
1649,1649-1,The job offers are in : DC or Paris !
1650,1650-0,Existance begins when
1650,1650-1,consciousness emerges .
1651,1651-0,19 today !
1651,1651-1,Don't know why people thought I was turning 21 ...
1651,1651-2,I don't look that old .
1652,1652-0,HONEYMOON TRAVELS LTD SAYS ..
1652,1652-1,\nU KNOW WHEN
1652,1652-2,UR HONEYMOON IS NOT GOOD ..
1652,1652-3,\n1 ) When
1652,1652-4,u wait for
1652,1652-5,"1 hr for baggage claim\n2 ) When Drive Slow Blind Turn "" means nothing to your driver ."
1652,1652-6,\n3
1652,1652-7,) When on steep road ur driver informs tht car has pickup problem .
1652,1652-8,\n4 ) When
1652,1652-9,u reach 5 Hours late at ur destination .
1652,1652-10,""""
1653,1653-0,yeheyyy .......
1653,1653-1,bohol already !
1654,1654-0,20 of Snow !!!
1654,1654-1,I can't even open my door ....
1654,1654-2,""""
1655,1655-0,my family is fuckin crazy ...
1655,1655-1,i dont know whats wrong with
1655,1655-2,them maybe the all got dropped on
1655,1655-3,the head when they were babies that
1655,1655-4,kinda explains there funny lookin heads lmfao .....
1656,1656-0,"hey , my whatever chip got fried so"
1656,1656-1,"now i dont have any1s numbers ,"
1656,1656-2,so i would like it very much if
1656,1656-3,you all wouldnt mind commenting yours bellow !
1656,1656-4,thanks
1656,1656-5,^^
1657,1657-0,BST to GMT ..
1657,1657-1,RESETTING THE CLOCK
1658,1658-0,"There are about 350 million guns in the US , and about 250 million cars ."
1658,1658-1,"Annually , roughly 42,000 people die in"
1658,1658-2,"car accidents , and 30,000 people die from"
1658,1658-3,guns ( half of which are suicides ) .
1658,1658-4,So why isn't anyone trying to
1658,1658-5,ban cars ?
1659,1659-0,Thank you to everybody for the happy birthday and new year ....
1659,1659-1,Im sorry its taken a while
1659,1659-2,"for me to reply ,"
1659,1659-3,love you all hope you had a great beginning to your new year also ...
1659,1659-4,To my cuzzy you have moved on
1659,1659-5,but will never be forgotten I love you forever cuz
1660,1660-0,i never thought that i could be so wrong about you twice ....
1661,1661-0,i'l be at ANONYMIZED_LOCATION .
1661,1661-1,ANONYMIZED_NAME ANONYMIZED_NAME for the press conference
1662,1662-0,Life is to
1662,1662-1,short to complain so
1662,1662-2,just keep your head up and
1662,1662-3,make sure you just do what you gotta do
1663,1663-0,"Like this if you are a goat ,"
1663,1663-1,cuz goats are madd
1664,1664-0,Sorry Texas fans the sec is just to much to
1664,1664-1,handle
1665,1665-0,got a gun pulled on him last night
1666,1666-0,Kids are at Grandma's for the weekend .
1666,1666-1,Don't want to
1666,1666-2,do homework .
1667,1667-0,"Yep , I still hate watching football !!!"
1668,1668-0,Watchin the ACLS .
1668,1668-1,I love baseball .
1669,1669-0,just got some boxes unpacked and
1669,1669-1,is missing ptc
1670,1670-0,wants to
1670,1670-1,get a video of
1670,1670-2,the aircraft carrier sinking in Transformers 2 .
1670,1670-3,I want to
1670,1670-4,Email it to my dad
1670,1670-5,>:)
1671,1671-0,Got court tomorrow wish me luck
1672,1672-0,Thanks to all my friends for your kind greetings on my birthday .
1672,1672-1,Thank you to all !
1673,1673-0,has been married for three years today !
1673,1673-1,Crazy .
1674,1674-0,Fall quarter started today .
1674,1674-1,So long summer ' 09 .
1674,1674-2,Thanks for the memories .
1675,1675-0,When you start being enthusiastic about
1675,1675-1,"whatever it is you like ,"
1675,1675-2,that is the golden age for you .
1676,1676-0,He was so
1676,1676-1,thin i swear you could have used him for
1676,1676-2,a whip he had to
1676,1676-3,drink a beer to
1676,1676-4,keep his britches on
1676,1676-5,his hips i knew i had to
1676,1676-6,ask him about
1676,1676-7,the mysteries of life he spit between
1676,1676-8,his boots and he replied it's faster horses
1677,1677-0,Doha of the Day : Your pursuit of Hapiness usually ends with
1677,1677-1,something you have so
1677,1677-2,check your wadobes check within
1677,1677-3,urself daz the secret to hapiness !
1678,1678-0,The Three Tenors - La Donna e Mobile & Brindisi ............
1678,1678-1,thats wat im listening aint get no better than this
1679,1679-0,waitin for
1679,1679-1,people to come over soon .
1679,1679-2,:]
1680,1680-0,busy week at work the off to Ohakune for Mardi Gras yeah !
1681,1681-0,wish the wind would stop blowing I am so
1681,1681-1,"sick of winter , just want to"
1681,1681-2,get up and
1681,1681-3,go to the lake !!!!!
1682,1682-0,ANONYMIZED_NAME you had to
1682,1682-1,post those photos !
1683,1683-0,had to
1683,1683-1,share sea bass with
1683,1683-2,mom cause ANONYMIZED_NAME wanted steak .
1684,1684-0,People need to
1684,1684-1,understand that children with
1684,1684-2,"special needs don't have an illness ,"
1684,1684-3,so there is no cure &
1684,1684-4,it's not contagious .
1684,1684-5,"They only want what we all want ,"
1684,1684-6,to be accepted .
1684,1684-7,95% of you probably won't copy and
1684,1684-8,paste this .
1684,1684-9,Will you do it and
1684,1684-10,leave it on
1684,1684-11,"your status for at least an hour ? It's Special Education Week ,"
1684,1684-12,and this is in
1684,1684-13,honor of all the kids who need a little extra help &
1684,1684-14,understanding
1685,1685-0,We can live without
1685,1685-1,"religion and meditation , but we cannot survive without human affection ."
1686,1686-0,On a weekend back in Kerala full of Lusty Rain !!!
1687,1687-0,is at home for 3 days with a sprained hand ugh !!!!
1687,1687-1,this sucks
1688,1688-0,ANONYMIZED_NAME ANONYMIZED_NAME ANONYMIZED_NAME is the coolest person ever .
1689,1689-0,i cant sleep for
1689,1689-1,shit i ran out
1689,1689-2,of sheep to count a the cows are to
1689,1689-3,fat to jump
1690,1690-0,Workin out my faults one at a time .
1690,1690-1,Makin progress
1691,1691-0,i heart soul eater !
1692,1692-0,I jumped on
1692,1692-1,Chuck Norris in your bathroom because thats how I roll .
1693,1693-0,My jobs are interfering with my Lost addiction .
1694,1694-0,won a game of snooker today !
1694,1694-1,- i've still
1694,1694-2,got it in me !!
1695,1695-0,spending day with family .........
1695,1695-1,BECAUSE ITS MY B-DAY !!!!!
1696,1696-0,life just got better just got offered a job paying 30 bucks an hour in
1696,1696-1,oregon starting monday .
1696,1696-2,sweet .
1697,1697-0,We should enjoy the little things more and
1697,1697-1,stop worrying about
1697,1697-2,what will happen tomorrow .
1697,1697-3,Take life one moment at
1697,1697-4,a time and make the best of it .
1697,1697-5,"For all you gentlement , and gentleladies"
1697,1697-6,=)
1697,1697-7,We neeed to
1697,1697-8,invoke the fever and
1697,1697-9,make others like us .
1697,1697-10,The world would be much more brighter .
1698,1698-0,it's my birthday .
1698,1698-1,i get it .
1698,1698-2,so don't tell me happy birthday .
1698,1698-3,i already heard it enough from my family
1699,1699-0,a mustache is a wish your face makes ...
1700,1700-0,holy geez .
1700,1700-1,thank you all SO
1700,1700-2,MUCH for all the birthday wishes !
1700,1700-3,it was a bit overwhelming !
1700,1700-4,amazing !
1700,1700-5,it's definitely been an excellent birthweek !
1700,1700-6,so many well wishing and humbling moments and beautiful everything !
1701,1701-0,Well i would like to
1701,1701-1,"inform my friends ,"
1701,1701-2,family : things are important in any relationship .
1701,1701-3,"1 : God , 2 : Respect , 3 : Communication , any breakdown of those things listed ,"
1701,1701-4,"you will have issues , and drama !!"
1702,1702-0,HAPPY CHINESE NEW YEAR ALL !!!!!!!!!!!!!!!!!!!!!!!!!
1703,1703-0,I buy things from ebay sometimes ...
1703,1703-1,and you wonder if
1703,1703-2,some sellers think people are stupid ( well don't answer that LOL ) Some Items look like a good deal ...
1703,1703-3,but the seller doubles their shipping charge .
1703,1703-4,I've asked a seller once about their fee ...
1703,1703-5,and they said that includes handling ...
1703,1703-6,i'm pretty sure if
1703,1703-7,you're selling stuff you can find a free box and
1703,1703-8,you drive near a post office ..
1704,1704-0,<------ Does not feel that good ....
1704,1704-1,its all the drinkin i think .
1704,1704-2,gotta play it cool now and
1704,1704-3,take it easy .....
1705,1705-0,"For my Savior , Jesus , A new Facebook challenge ..."
1705,1705-1,I am out to
1705,1705-2,prove that
